study_id,analyte,analyte_unit,interferent,interferent_unit,interferent_concentration,pool_level,baseline_value,measured_value,replicate,bias_absolute,bias_percent,study_date,technician_id,instrument_id,lot_number
138,TSH,mIU/L,Ascorbic Acid,mg/dL,10,High,16.02,15.582,1,-0.438,-2.73,2026-03-29 12:02:36.364426,TECH01,CHEM02,LOT2024007
138,TSH,mIU/L,Ascorbic Acid,mg/dL,10,High,16.02,15.921,2,-0.099,-0.62,2026-04-21 12:02:36.364428,TECH04,CHEM03,LOT2024017
138,TSH,mIU/L,Ascorbic Acid,mg/dL,10,High,16.02,16.71,3,0.69,4.31,2026-01-28 12:02:36.364431,TECH02,CHEM01,LOT2024005
138,TSH,mIU/L,Ascorbic Acid,mg/dL,10,High,16.02,16.17,4,0.15,0.93,2026-02-11 12:02:36.364434,TECH04,CHEM02,LOT2024020
138,TSH,mIU/L,Ascorbic Acid,mg/dL,10,High,16.02,16.242,5,0.222,1.38,2026-02-02 12:02:36.364436,TECH04,CHEM03,LOT2024002
138,TSH,mIU/L,Ascorbic Acid,mg/dL,20,High,16.02,15.23,1,-0.79,-4.93,2026-03-14 12:02:36.364439,TECH04,CHEM01,LOT2024010
138,TSH,mIU/L,Ascorbic Acid,mg/dL,20,High,16.02,15.385,2,-0.635,-3.96,2026-04-09 12:02:36.364442,TECH01,CHEM03,LOT2024002
138,TSH,mIU/L,Ascorbic Acid,mg/dL,20,High,16.02,17.317,3,1.297,8.09,2026-03-26 12:02:36.364444,TECH01,CHEM03,LOT2024009
138,TSH,mIU/L,Ascorbic Acid,mg/dL,20,High,16.02,15.49,4,-0.53,-3.31,2026-04-14 12:02:36.364447,TECH05,CHEM01,LOT2024004
138,TSH,mIU/L,Ascorbic Acid,mg/dL,20,High,16.02,17.214,5,1.194,7.45,2026-02-11 12:02:36.364450,TECH01,CHEM01,LOT2024007
138,TSH,mIU/L,Ascorbic Acid,mg/dL,30,High,16.02,15.845,1,-0.175,-1.09,2026-02-12 12:02:36.364452,TECH03,CHEM01,LOT2024003
138,TSH,mIU/L,Ascorbic Acid,mg/dL,30,High,16.02,16.022,2,0.002,0.01,2026-02-08 12:02:36.364455,TECH03,CHEM03,LOT2024006
138,TSH,mIU/L,Ascorbic Acid,mg/dL,30,High,16.02,16.792,3,0.772,4.82,2026-02-01 12:02:36.364459,TECH05,CHEM02,LOT2024014
138,TSH,mIU/L,Ascorbic Acid,mg/dL,30,High,16.02,16.937,4,0.917,5.72,2026-01-31 12:02:36.364463,TECH05,CHEM03,LOT2024011
138,TSH,mIU/L,Ascorbic Acid,mg/dL,30,High,16.02,15.94,5,-0.08,-0.5,2026-04-05 12:02:36.364468,TECH03,CHEM01,LOT2024018
138,TSH,mIU/L,Ascorbic Acid,mg/dL,50,High,16.02,15.74,1,-0.28,-1.75,2026-02-07 12:02:36.364471,TECH05,CHEM03,LOT2024020
138,TSH,mIU/L,Ascorbic Acid,mg/dL,50,High,16.02,15.98,2,-0.04,-0.25,2026-02-06 12:02:36.364474,TECH01,CHEM01,LOT2024013
138,TSH,mIU/L,Ascorbic Acid,mg/dL,50,High,16.02,16.264,3,0.244,1.52,2026-03-11 12:02:36.364477,TECH05,CHEM01,LOT2024009
138,TSH,mIU/L,Ascorbic Acid,mg/dL,50,High,16.02,16.663,4,0.643,4.01,2026-04-23 12:02:36.364479,TECH04,CHEM01,LOT2024015
138,TSH,mIU/L,Ascorbic Acid,mg/dL,50,High,16.02,16.023,5,0.003,0.02,2026-03-15 12:02:36.364482,TECH03,CHEM02,LOT2024012
139,TSH,mIU/L,Acetaminophen,mg/L,0,Low,4.08,4.194,1,0.0,0.0,2026-03-12 12:02:36.364485,TECH03,CHEM02,LOT2024009
139,TSH,mIU/L,Acetaminophen,mg/L,0,Low,4.08,4.381,2,0.0,0.0,2026-04-06 12:02:36.364487,TECH01,CHEM01,LOT2024010
139,TSH,mIU/L,Acetaminophen,mg/L,0,Low,4.08,4.15,3,0.0,0.0,2026-03-26 12:02:36.364490,TECH02,CHEM02,LOT2024019
139,TSH,mIU/L,Acetaminophen,mg/L,0,Low,4.08,4.137,4,0.0,0.0,2026-03-31 12:02:36.364492,TECH04,CHEM02,LOT2024018
139,TSH,mIU/L,Acetaminophen,mg/L,0,Low,4.08,3.801,5,0.0,0.0,2026-02-11 12:02:36.364495,TECH02,CHEM02,LOT2024004
139,TSH,mIU/L,Acetaminophen,mg/L,20,Low,4.08,3.597,1,-0.483,-11.84,2026-02-14 12:02:36.364497,TECH02,CHEM02,LOT2024012
139,TSH,mIU/L,Acetaminophen,mg/L,20,Low,4.08,4.151,2,0.071,1.75,2026-04-16 12:02:36.364500,TECH05,CHEM03,LOT2024001
139,TSH,mIU/L,Acetaminophen,mg/L,20,Low,4.08,4.063,3,-0.017,-0.43,2026-02-01 12:02:36.364502,TECH05,CHEM02,LOT2024010
139,TSH,mIU/L,Acetaminophen,mg/L,20,Low,4.08,3.985,4,-0.095,-2.32,2026-03-25 12:02:36.364505,TECH02,CHEM01,LOT2024007
139,TSH,mIU/L,Acetaminophen,mg/L,20,Low,4.08,4.125,5,0.045,1.1,2026-02-19 12:02:36.364508,TECH02,CHEM02,LOT2024005
139,TSH,mIU/L,Acetaminophen,mg/L,50,Low,4.08,4.069,1,-0.011,-0.27,2026-04-20 12:02:36.364510,TECH01,CHEM01,LOT2024010
139,TSH,mIU/L,Acetaminophen,mg/L,50,Low,4.08,4.287,2,0.207,5.08,2026-03-12 12:02:36.364513,TECH03,CHEM03,LOT2024010
139,TSH,mIU/L,Acetaminophen,mg/L,50,Low,4.08,4.096,3,0.016,0.39,2026-01-25 12:02:36.364516,TECH01,CHEM03,LOT2024006
139,TSH,mIU/L,Acetaminophen,mg/L,50,Low,4.08,3.943,4,-0.137,-3.36,2026-03-05 12:02:36.364518,TECH02,CHEM01,LOT2024009
139,TSH,mIU/L,Acetaminophen,mg/L,50,Low,4.08,4.262,5,0.182,4.46,2026-04-08 12:02:36.364521,TECH05,CHEM03,LOT2024018
139,TSH,mIU/L,Acetaminophen,mg/L,100,Low,4.08,4.04,1,-0.04,-0.98,2026-02-27 12:02:36.364523,TECH05,CHEM02,LOT2024017
139,TSH,mIU/L,Acetaminophen,mg/L,100,Low,4.08,4.177,2,0.097,2.37,2026-04-20 12:02:36.364526,TECH05,CHEM02,LOT2024005
139,TSH,mIU/L,Acetaminophen,mg/L,100,Low,4.08,3.992,3,-0.088,-2.15,2026-03-06 12:02:36.364529,TECH03,CHEM02,LOT2024010
139,TSH,mIU/L,Acetaminophen,mg/L,100,Low,4.08,3.961,4,-0.119,-2.92,2026-02-19 12:02:36.364531,TECH04,CHEM02,LOT2024004
139,TSH,mIU/L,Acetaminophen,mg/L,100,Low,4.08,4.095,5,0.015,0.38,2026-04-17 12:02:36.364534,TECH03,CHEM03,LOT2024006
139,TSH,mIU/L,Acetaminophen,mg/L,200,Low,4.08,4.082,1,0.002,0.06,2026-03-27 12:02:36.364536,TECH02,CHEM03,LOT2024003
139,TSH,mIU/L,Acetaminophen,mg/L,200,Low,4.08,4.168,2,0.088,2.16,2026-04-20 12:02:36.364540,TECH05,CHEM03,LOT2024017
139,TSH,mIU/L,Acetaminophen,mg/L,200,Low,4.08,4.031,3,-0.049,-1.21,2026-03-05 12:02:36.364544,TECH03,CHEM03,LOT2024018
139,TSH,mIU/L,Acetaminophen,mg/L,200,Low,4.08,3.743,4,-0.337,-8.26,2026-03-11 12:02:36.364546,TECH04,CHEM03,LOT2024019
139,TSH,mIU/L,Acetaminophen,mg/L,200,Low,4.08,4.001,5,-0.079,-1.95,2026-03-08 12:02:36.364549,TECH02,CHEM03,LOT2024001
139,TSH,mIU/L,Acetaminophen,mg/L,300,Low,4.08,4.226,1,0.146,3.57,2026-04-03 12:02:36.364552,TECH05,CHEM01,LOT2024008
139,TSH,mIU/L,Acetaminophen,mg/L,300,Low,4.08,4.025,2,-0.055,-1.34,2026-03-21 12:02:36.364554,TECH03,CHEM01,LOT2024003
139,TSH,mIU/L,Acetaminophen,mg/L,300,Low,4.08,4.035,3,-0.045,-1.11,2026-03-31 12:02:36.364557,TECH01,CHEM02,LOT2024001
139,TSH,mIU/L,Acetaminophen,mg/L,300,Low,4.08,4.261,4,0.181,4.44,2026-04-19 12:02:36.364560,TECH01,CHEM01,LOT2024001
139,TSH,mIU/L,Acetaminophen,mg/L,300,Low,4.08,3.949,5,-0.131,-3.2,2026-03-23 12:02:36.364562,TECH05,CHEM03,LOT2024004
140,TSH,mIU/L,Acetaminophen,mg/L,0,Medium,10.05,9.352,1,0.0,0.0,2026-02-22 12:02:36.364565,TECH04,CHEM01,LOT2024018
140,TSH,mIU/L,Acetaminophen,mg/L,0,Medium,10.05,9.977,2,0.0,0.0,2026-02-28 12:02:36.364567,TECH02,CHEM03,LOT2024003
140,TSH,mIU/L,Acetaminophen,mg/L,0,Medium,10.05,9.831,3,0.0,0.0,2026-02-02 12:02:36.364570,TECH01,CHEM02,LOT2024015
140,TSH,mIU/L,Acetaminophen,mg/L,0,Medium,10.05,9.613,4,0.0,0.0,2026-03-24 12:02:36.364573,TECH03,CHEM02,LOT2024011
140,TSH,mIU/L,Acetaminophen,mg/L,0,Medium,10.05,9.971,5,0.0,0.0,2026-01-31 12:02:36.364575,TECH02,CHEM03,LOT2024001
140,TSH,mIU/L,Acetaminophen,mg/L,20,Medium,10.05,10.272,1,0.222,2.21,2026-03-13 12:02:36.364578,TECH02,CHEM03,LOT2024015
140,TSH,mIU/L,Acetaminophen,mg/L,20,Medium,10.05,10.046,2,-0.004,-0.04,2026-02-22 12:02:36.364580,TECH03,CHEM02,LOT2024011
140,TSH,mIU/L,Acetaminophen,mg/L,20,Medium,10.05,10.189,3,0.139,1.38,2026-03-10 12:02:36.364583,TECH03,CHEM01,LOT2024010
140,TSH,mIU/L,Acetaminophen,mg/L,20,Medium,10.05,10.87,4,0.82,8.16,2026-04-21 12:02:36.364586,TECH05,CHEM02,LOT2024016
140,TSH,mIU/L,Acetaminophen,mg/L,20,Medium,10.05,9.895,5,-0.155,-1.54,2026-03-31 12:02:36.364588,TECH02,CHEM01,LOT2024006
140,TSH,mIU/L,Acetaminophen,mg/L,50,Medium,10.05,10.176,1,0.126,1.25,2026-04-08 12:02:36.364591,TECH03,CHEM01,LOT2024014
140,TSH,mIU/L,Acetaminophen,mg/L,50,Medium,10.05,9.82,2,-0.23,-2.29,2026-04-05 12:02:36.364594,TECH02,CHEM03,LOT2024013
140,TSH,mIU/L,Acetaminophen,mg/L,50,Medium,10.05,9.667,3,-0.383,-3.81,2026-03-16 12:02:36.364596,TECH04,CHEM03,LOT2024003
140,TSH,mIU/L,Acetaminophen,mg/L,50,Medium,10.05,9.785,4,-0.265,-2.63,2026-03-09 12:02:36.364599,TECH03,CHEM01,LOT2024018
140,TSH,mIU/L,Acetaminophen,mg/L,50,Medium,10.05,9.833,5,-0.217,-2.15,2026-03-20 12:02:36.364601,TECH02,CHEM02,LOT2024017
140,TSH,mIU/L,Acetaminophen,mg/L,100,Medium,10.05,10.213,1,0.163,1.62,2026-03-13 12:02:36.364604,TECH02,CHEM02,LOT2024010
140,TSH,mIU/L,Acetaminophen,mg/L,100,Medium,10.05,11.112,2,1.062,10.57,2026-01-27 12:02:36.364607,TECH04,CHEM03,LOT2024013
140,TSH,mIU/L,Acetaminophen,mg/L,100,Medium,10.05,9.726,3,-0.324,-3.22,2026-04-02 12:02:36.364609,TECH02,CHEM02,LOT2024019
140,TSH,mIU/L,Acetaminophen,mg/L,100,Medium,10.05,9.862,4,-0.188,-1.87,2026-02-08 12:02:36.364612,TECH01,CHEM02,LOT2024001
140,TSH,mIU/L,Acetaminophen,mg/L,100,Medium,10.05,10.021,5,-0.029,-0.28,2026-01-24 12:02:36.364615,TECH05,CHEM02,LOT2024018
140,TSH,mIU/L,Acetaminophen,mg/L,200,Medium,10.05,10.229,1,0.179,1.78,2026-02-23 12:02:36.364617,TECH02,CHEM01,LOT2024017
140,TSH,mIU/L,Acetaminophen,mg/L,200,Medium,10.05,10.169,2,0.119,1.19,2026-03-25 12:02:36.364620,TECH03,CHEM03,LOT2024013
140,TSH,mIU/L,Acetaminophen,mg/L,200,Medium,10.05,10.631,3,0.581,5.78,2026-03-21 12:02:36.364623,TECH05,CHEM01,LOT2024007
140,TSH,mIU/L,Acetaminophen,mg/L,200,Medium,10.05,8.953,4,-1.097,-10.92,2026-02-19 12:02:36.364625,TECH05,CHEM02,LOT2024014
140,TSH,mIU/L,Acetaminophen,mg/L,200,Medium,10.05,8.971,5,-1.079,-10.74,2026-02-16 12:02:36.364628,TECH02,CHEM03,LOT2024005
140,TSH,mIU/L,Acetaminophen,mg/L,300,Medium,10.05,9.826,1,-0.224,-2.23,2026-04-08 12:02:36.364631,TECH01,CHEM03,LOT2024016
140,TSH,mIU/L,Acetaminophen,mg/L,300,Medium,10.05,10.546,2,0.496,4.94,2026-02-11 12:02:36.364633,TECH03,CHEM01,LOT2024008
140,TSH,mIU/L,Acetaminophen,mg/L,300,Medium,10.05,9.342,3,-0.708,-7.05,2026-04-07 12:02:36.364636,TECH04,CHEM02,LOT2024018
140,TSH,mIU/L,Acetaminophen,mg/L,300,Medium,10.05,8.69,4,-1.36,-13.53,2026-02-04 12:02:36.364639,TECH01,CHEM02,LOT2024017
140,TSH,mIU/L,Acetaminophen,mg/L,300,Medium,10.05,10.308,5,0.258,2.57,2026-03-26 12:02:36.364642,TECH02,CHEM03,LOT2024018
141,TSH,mIU/L,Acetaminophen,mg/L,0,High,16.02,16.196,1,0.0,0.0,2026-02-25 12:02:36.364644,TECH04,CHEM02,LOT2024011
141,TSH,mIU/L,Acetaminophen,mg/L,0,High,16.02,15.234,2,0.0,0.0,2026-04-07 12:02:36.364647,TECH04,CHEM02,LOT2024015
141,TSH,mIU/L,Acetaminophen,mg/L,0,High,16.02,15.31,3,0.0,0.0,2026-03-08 12:02:36.364649,TECH01,CHEM01,LOT2024004
141,TSH,mIU/L,Acetaminophen,mg/L,0,High,16.02,15.321,4,0.0,0.0,2026-04-21 12:02:36.364652,TECH02,CHEM02,LOT2024016
141,TSH,mIU/L,Acetaminophen,mg/L,0,High,16.02,16.1,5,0.0,0.0,2026-04-21 12:02:36.364654,TECH04,CHEM01,LOT2024002
141,TSH,mIU/L,Acetaminophen,mg/L,20,High,16.02,15.568,1,-0.452,-2.82,2026-03-06 12:02:36.364657,TECH05,CHEM03,LOT2024005
141,TSH,mIU/L,Acetaminophen,mg/L,20,High,16.02,16.376,2,0.356,2.22,2026-04-20 12:02:36.364659,TECH01,CHEM03,LOT2024004
141,TSH,mIU/L,Acetaminophen,mg/L,20,High,16.02,13.962,3,-2.058,-12.85,2026-02-12 12:02:36.364662,TECH03,CHEM02,LOT2024007
141,TSH,mIU/L,Acetaminophen,mg/L,20,High,16.02,15.402,4,-0.618,-3.86,2026-03-08 12:02:36.364665,TECH01,CHEM02,LOT2024015
141,TSH,mIU/L,Acetaminophen,mg/L,20,High,16.02,15.208,5,-0.812,-5.07,2026-03-05 12:02:36.364667,TECH04,CHEM01,LOT2024001
141,TSH,mIU/L,Acetaminophen,mg/L,50,High,16.02,15.835,1,-0.185,-1.15,2026-04-13 12:02:36.364670,TECH02,CHEM02,LOT2024018
141,TSH,mIU/L,Acetaminophen,mg/L,50,High,16.02,15.632,2,-0.388,-2.42,2026-03-27 12:02:36.364673,TECH03,CHEM01,LOT2024016
141,TSH,mIU/L,Acetaminophen,mg/L,50,High,16.02,16.595,3,0.575,3.59,2026-03-29 12:02:36.364676,TECH02,CHEM02,LOT2024014
141,TSH,mIU/L,Acetaminophen,mg/L,50,High,16.02,14.68,4,-1.34,-8.37,2026-04-13 12:02:36.364679,TECH03,CHEM02,LOT2024018
141,TSH,mIU/L,Acetaminophen,mg/L,50,High,16.02,16.053,5,0.033,0.2,2026-02-16 12:02:36.364682,TECH03,CHEM01,LOT2024003
141,TSH,mIU/L,Acetaminophen,mg/L,100,High,16.02,16.423,1,0.403,2.51,2026-02-21 12:02:36.364684,TECH03,CHEM03,LOT2024009
141,TSH,mIU/L,Acetaminophen,mg/L,100,High,16.02,17.358,2,1.338,8.35,2026-02-06 12:02:36.364687,TECH03,CHEM03,LOT2024011
141,TSH,mIU/L,Acetaminophen,mg/L,100,High,16.02,15.673,3,-0.347,-2.17,2026-02-20 12:02:36.364690,TECH02,CHEM01,LOT2024019
141,TSH,mIU/L,Acetaminophen,mg/L,100,High,16.02,16.254,4,0.234,1.46,2026-03-17 12:02:36.364692,TECH04,CHEM01,LOT2024020
141,TSH,mIU/L,Acetaminophen,mg/L,100,High,16.02,14.72,5,-1.3,-8.12,2026-02-27 12:02:36.364695,TECH05,CHEM02,LOT2024005
141,TSH,mIU/L,Acetaminophen,mg/L,200,High,16.02,14.296,1,-1.724,-10.76,2026-02-27 12:02:36.364698,TECH04,CHEM01,LOT2024010
141,TSH,mIU/L,Acetaminophen,mg/L,200,High,16.02,16.629,2,0.609,3.8,2026-02-06 12:02:36.364700,TECH04,CHEM01,LOT2024014
141,TSH,mIU/L,Acetaminophen,mg/L,200,High,16.02,16.016,3,-0.004,-0.03,2026-03-27 12:02:36.364703,TECH05,CHEM03,LOT2024002
141,TSH,mIU/L,Acetaminophen,mg/L,200,High,16.02,16.87,4,0.85,5.3,2026-01-30 12:02:36.364706,TECH01,CHEM03,LOT2024012
141,TSH,mIU/L,Acetaminophen,mg/L,200,High,16.02,15.03,5,-0.99,-6.18,2026-03-05 12:02:36.364708,TECH04,CHEM03,LOT2024005
141,TSH,mIU/L,Acetaminophen,mg/L,300,High,16.02,16.395,1,0.375,2.34,2026-03-29 12:02:36.364711,TECH04,CHEM02,LOT2024019
141,TSH,mIU/L,Acetaminophen,mg/L,300,High,16.02,17.367,2,1.347,8.41,2026-04-02 12:02:36.364713,TECH03,CHEM02,LOT2024008
141,TSH,mIU/L,Acetaminophen,mg/L,300,High,16.02,16.323,3,0.303,1.89,2026-03-04 12:02:36.364716,TECH01,CHEM01,LOT2024017
141,TSH,mIU/L,Acetaminophen,mg/L,300,High,16.02,16.219,4,0.199,1.24,2026-03-19 12:02:36.364719,TECH04,CHEM02,LOT2024008
141,TSH,mIU/L,Acetaminophen,mg/L,300,High,16.02,16.026,5,0.006,0.04,2026-04-03 12:02:36.364721,TECH02,CHEM03,LOT2024001
142,TSH,mIU/L,Biotin,ng/mL,0,Low,4.08,3.792,1,0.0,0.0,2026-02-03 12:02:36.364724,TECH03,CHEM01,LOT2024012
142,TSH,mIU/L,Biotin,ng/mL,0,Low,4.08,4.329,2,0.0,0.0,2026-03-07 12:02:36.364726,TECH02,CHEM03,LOT2024005
142,TSH,mIU/L,Biotin,ng/mL,0,Low,4.08,3.968,3,0.0,0.0,2026-03-14 12:02:36.364729,TECH05,CHEM01,LOT2024004
142,TSH,mIU/L,Biotin,ng/mL,0,Low,4.08,4.173,4,0.0,0.0,2026-03-27 12:02:36.364731,TECH05,CHEM01,LOT2024002
142,TSH,mIU/L,Biotin,ng/mL,0,Low,4.08,3.793,5,0.0,0.0,2026-02-13 12:02:36.364734,TECH02,CHEM01,LOT2024004
142,TSH,mIU/L,Biotin,ng/mL,10,Low,4.08,3.863,1,-0.217,-5.31,2026-03-26 12:02:36.364736,TECH03,CHEM03,LOT2024003
142,TSH,mIU/L,Biotin,ng/mL,10,Low,4.08,4.343,2,0.263,6.46,2026-03-17 12:02:36.364739,TECH05,CHEM03,LOT2024014
142,TSH,mIU/L,Biotin,ng/mL,10,Low,4.08,4.016,3,-0.064,-1.56,2026-03-14 12:02:36.364741,TECH04,CHEM03,LOT2024010
142,TSH,mIU/L,Biotin,ng/mL,10,Low,4.08,4.347,4,0.267,6.54,2026-04-07 12:02:36.364744,TECH02,CHEM02,LOT2024002
142,TSH,mIU/L,Biotin,ng/mL,10,Low,4.08,4.066,5,-0.014,-0.35,2026-02-06 12:02:36.364746,TECH01,CHEM02,LOT2024017
142,TSH,mIU/L,Biotin,ng/mL,30,Low,4.08,3.742,1,-0.338,-8.29,2026-04-02 12:02:36.364749,TECH01,CHEM01,LOT2024020
142,TSH,mIU/L,Biotin,ng/mL,30,Low,4.08,4.244,2,0.164,4.01,2026-01-29 12:02:36.364751,TECH05,CHEM01,LOT2024001
142,TSH,mIU/L,Biotin,ng/mL,30,Low,4.08,3.972,3,-0.108,-2.65,2026-02-28 12:02:36.364754,TECH04,CHEM03,LOT2024019
142,TSH,mIU/L,Biotin,ng/mL,30,Low,4.08,4.208,4,0.128,3.14,2026-01-30 12:02:36.364757,TECH02,CHEM03,LOT2024015
142,TSH,mIU/L,Biotin,ng/mL,30,Low,4.08,4.085,5,0.005,0.11,2026-03-25 12:02:36.364759,TECH03,CHEM01,LOT2024005
142,TSH,mIU/L,Biotin,ng/mL,100,Low,4.08,0.001,1,-4.079,-99.98,2026-01-27 12:02:36.364762,TECH03,CHEM02,LOT2024017
142,TSH,mIU/L,Biotin,ng/mL,100,Low,4.08,0.001,2,-4.079,-99.98,2026-03-13 12:02:36.364765,TECH05,CHEM01,LOT2024007
142,TSH,mIU/L,Biotin,ng/mL,100,Low,4.08,0.001,3,-4.079,-99.97,2026-02-08 12:02:36.364768,TECH04,CHEM01,LOT2024002
142,TSH,mIU/L,Biotin,ng/mL,100,Low,4.08,0.001,4,-4.079,-99.97,2026-04-10 12:02:36.364771,TECH04,CHEM01,LOT2024003
142,TSH,mIU/L,Biotin,ng/mL,100,Low,4.08,0.001,5,-4.079,-99.98,2026-02-05 12:02:36.364774,TECH01,CHEM01,LOT2024004
142,TSH,mIU/L,Biotin,ng/mL,500,Low,4.08,0.001,1,-4.079,-99.97,2026-02-12 12:02:36.364776,TECH01,CHEM02,LOT2024008
142,TSH,mIU/L,Biotin,ng/mL,500,Low,4.08,0.001,2,-4.079,-99.98,2026-04-13 12:02:36.364779,TECH04,CHEM03,LOT2024006
142,TSH,mIU/L,Biotin,ng/mL,500,Low,4.08,0.001,3,-4.079,-99.98,2026-01-30 12:02:36.364783,TECH05,CHEM03,LOT2024002
142,TSH,mIU/L,Biotin,ng/mL,500,Low,4.08,0.001,4,-4.079,-99.98,2026-04-18 12:02:36.364785,TECH03,CHEM02,LOT2024012
142,TSH,mIU/L,Biotin,ng/mL,500,Low,4.08,0.001,5,-4.079,-99.98,2026-03-19 12:02:36.364788,TECH01,CHEM01,LOT2024015
142,TSH,mIU/L,Biotin,ng/mL,1200,Low,4.08,0.001,1,-4.079,-99.97,2026-04-03 12:02:36.364791,TECH01,CHEM02,LOT2024016
142,TSH,mIU/L,Biotin,ng/mL,1200,Low,4.08,0.001,2,-4.079,-99.98,2026-04-15 12:02:36.364793,TECH02,CHEM03,LOT2024007
142,TSH,mIU/L,Biotin,ng/mL,1200,Low,4.08,0.001,3,-4.079,-99.97,2026-03-27 12:02:36.364796,TECH03,CHEM02,LOT2024017
142,TSH,mIU/L,Biotin,ng/mL,1200,Low,4.08,0.001,4,-4.079,-99.98,2026-03-02 12:02:36.364799,TECH04,CHEM02,LOT2024005
142,TSH,mIU/L,Biotin,ng/mL,1200,Low,4.08,0.001,5,-4.079,-99.98,2026-01-26 12:02:36.364802,TECH03,CHEM03,LOT2024001
143,TSH,mIU/L,Biotin,ng/mL,0,Medium,10.05,10.501,1,0.0,0.0,2026-02-07 12:02:36.364804,TECH05,CHEM01,LOT2024008
143,TSH,mIU/L,Biotin,ng/mL,0,Medium,10.05,9.92,2,0.0,0.0,2026-03-29 12:02:36.364807,TECH04,CHEM01,LOT2024009
143,TSH,mIU/L,Biotin,ng/mL,0,Medium,10.05,10.393,3,0.0,0.0,2026-03-13 12:02:36.364809,TECH02,CHEM02,LOT2024014
143,TSH,mIU/L,Biotin,ng/mL,0,Medium,10.05,9.918,4,0.0,0.0,2026-02-19 12:02:36.364812,TECH01,CHEM02,LOT2024001
143,TSH,mIU/L,Biotin,ng/mL,0,Medium,10.05,10.023,5,0.0,0.0,2026-02-05 12:02:36.364814,TECH02,CHEM03,LOT2024002
143,TSH,mIU/L,Biotin,ng/mL,10,Medium,10.05,10.273,1,0.223,2.22,2026-01-30 12:02:36.364817,TECH05,CHEM02,LOT2024016
143,TSH,mIU/L,Biotin,ng/mL,10,Medium,10.05,10.182,2,0.132,1.31,2026-04-04 12:02:36.364820,TECH05,CHEM02,LOT2024013
143,TSH,mIU/L,Biotin,ng/mL,10,Medium,10.05,9.148,3,-0.902,-8.98,2026-03-21 12:02:36.364822,TECH01,CHEM01,LOT2024017
143,TSH,mIU/L,Biotin,ng/mL,10,Medium,10.05,9.543,4,-0.507,-5.05,2026-01-30 12:02:36.364825,TECH03,CHEM03,LOT2024009
143,TSH,mIU/L,Biotin,ng/mL,10,Medium,10.05,10.47,5,0.42,4.18,2026-03-25 12:02:36.364827,TECH03,CHEM01,LOT2024012
143,TSH,mIU/L,Biotin,ng/mL,30,Medium,10.05,9.99,1,-0.06,-0.59,2026-03-04 12:02:36.364830,TECH03,CHEM03,LOT2024016
143,TSH,mIU/L,Biotin,ng/mL,30,Medium,10.05,9.813,2,-0.237,-2.36,2026-01-29 12:02:36.364833,TECH05,CHEM03,LOT2024001
143,TSH,mIU/L,Biotin,ng/mL,30,Medium,10.05,9.436,3,-0.614,-6.11,2026-02-28 12:02:36.364835,TECH03,CHEM03,LOT2024017
143,TSH,mIU/L,Biotin,ng/mL,30,Medium,10.05,9.562,4,-0.488,-4.86,2026-03-16 12:02:36.364838,TECH02,CHEM03,LOT2024011
143,TSH,mIU/L,Biotin,ng/mL,30,Medium,10.05,9.136,5,-0.914,-9.1,2026-02-18 12:02:36.364840,TECH04,CHEM02,LOT2024018
143,TSH,mIU/L,Biotin,ng/mL,100,Medium,10.05,0.001,1,-10.049,-99.99,2026-04-02 12:02:36.364843,TECH02,CHEM02,LOT2024004
143,TSH,mIU/L,Biotin,ng/mL,100,Medium,10.05,0.001,2,-10.049,-99.99,2026-03-08 12:02:36.364846,TECH04,CHEM03,LOT2024018
143,TSH,mIU/L,Biotin,ng/mL,100,Medium,10.05,0.001,3,-10.049,-99.99,2026-03-10 12:02:36.364849,TECH04,CHEM03,LOT2024020
143,TSH,mIU/L,Biotin,ng/mL,100,Medium,10.05,0.001,4,-10.049,-99.99,2026-02-04 12:02:36.364852,TECH02,CHEM03,LOT2024009
143,TSH,mIU/L,Biotin,ng/mL,100,Medium,10.05,0.001,5,-10.049,-99.99,2026-03-13 12:02:36.364854,TECH01,CHEM01,LOT2024018
143,TSH,mIU/L,Biotin,ng/mL,500,Medium,10.05,0.001,1,-10.049,-99.99,2026-03-25 12:02:36.364857,TECH01,CHEM01,LOT2024005
143,TSH,mIU/L,Biotin,ng/mL,500,Medium,10.05,0.001,2,-10.049,-99.99,2026-02-04 12:02:36.364860,TECH03,CHEM03,LOT2024001
143,TSH,mIU/L,Biotin,ng/mL,500,Medium,10.05,0.001,3,-10.049,-99.99,2026-04-23 12:02:36.364863,TECH01,CHEM03,LOT2024016
143,TSH,mIU/L,Biotin,ng/mL,500,Medium,10.05,0.001,4,-10.049,-99.99,2026-04-15 12:02:36.364865,TECH01,CHEM03,LOT2024017
143,TSH,mIU/L,Biotin,ng/mL,500,Medium,10.05,0.001,5,-10.049,-99.99,2026-01-28 12:02:36.364868,TECH05,CHEM01,LOT2024006
143,TSH,mIU/L,Biotin,ng/mL,1200,Medium,10.05,0.001,1,-10.049,-99.99,2026-02-10 12:02:36.364871,TECH01,CHEM03,LOT2024017
143,TSH,mIU/L,Biotin,ng/mL,1200,Medium,10.05,0.001,2,-10.049,-99.99,2026-03-13 12:02:36.364874,TECH05,CHEM01,LOT2024017
